Loss_clean_original,Loss_dirty_original
13.654195785522461,14.438887596130371
14.440905570983887,14.265106201171875
13.281957626342773,14.133123397827148
14.022075653076172,14.080240249633789
13.462163925170898,14.471388816833496
13.00781536102295,13.57735538482666
13.956563949584961,14.597732543945312
13.997577667236328,13.15255069732666
13.77864933013916,13.719985008239746
13.102823257446289,13.043195724487305
14.726092338562012,15.066046714782715
13.165872573852539,14.645008087158203
13.51911735534668,14.027795791625977
14.187520980834961,15.209614753723145
13.72592830657959,14.913527488708496
14.038605690002441,14.866058349609375
13.687894821166992,13.186424255371094
14.404261589050293,15.183560371398926
13.170320510864258,14.317222595214844
13.734472274780273,13.806230545043945
14.401124954223633,13.759653091430664
13.182920455932617,13.460874557495117
13.098270416259766,14.687746047973633
12.68110179901123,13.844828605651855
17.877683639526367,15.38455867767334
14.378877639770508,14.859458923339844
13.883517265319824,15.004019737243652
14.7748384475708,13.45496940612793
14.011451721191406,14.5015869140625
12.913481712341309,13.96487045288086
12.955850601196289,14.43195915222168
13.265533447265625,14.104633331298828
13.295455932617188,13.866100311279297
13.57707691192627,14.781538009643555
13.002745628356934,14.633434295654297
13.084270477294922,13.682814598083496
14.189743041992188,14.038257598876953
13.074957847595215,14.505881309509277
13.31704044342041,14.165678024291992
13.543346405029297,13.814720153808594
13.430337905883789,16.718656539916992
13.590874671936035,13.90227222442627
13.457717895507812,13.825091361999512
14.187417984008789,13.852537155151367
13.056754112243652,13.941555976867676
13.687771797180176,13.8956298828125
13.765669822692871,15.040162086486816
13.720804214477539,14.270172119140625
13.070199966430664,14.42451286315918
12.64374828338623,14.098933219909668
13.525113105773926,14.489422798156738
13.993635177612305,14.718673706054688
14.31374740600586,14.525851249694824
13.750921249389648,16.443584442138672
13.669709205627441,14.568568229675293
15.018799781799316,15.6305570602417
13.646106719970703,13.63914966583252
12.734909057617188,13.919872283935547
13.592077255249023,14.77581787109375
12.915566444396973,14.745911598205566
14.516841888427734,15.019091606140137
13.058024406433105,14.175548553466797
13.597859382629395,14.070318222045898
13.734356880187988,14.373796463012695
12.946615219116211,14.447142601013184
14.321645736694336,14.137458801269531
14.701943397521973,14.912487983703613
13.90517520904541,13.9036865234375
13.929610252380371,13.699172973632812
12.857352256774902,13.733100891113281
13.176384925842285,13.649625778198242
13.037640571594238,12.813720703125
13.396080017089844,15.372730255126953
13.392359733581543,14.575457572937012
13.67428207397461,14.344346046447754
13.767814636230469,14.61638355255127
14.68848705291748,13.232596397399902
14.223712921142578,13.169927597045898
13.394018173217773,14.26433277130127
13.380403518676758,13.407289505004883
14.605093955993652,15.127869606018066
13.476642608642578,15.033641815185547
13.563008308410645,14.473278045654297
13.940256118774414,13.215365409851074
14.467541694641113,14.654478073120117
14.208231925964355,14.07362174987793
13.57562255859375,13.817794799804688
15.199798583984375,14.629549980163574
13.619902610778809,13.730587005615234
13.515419006347656,14.360323905944824
12.931440353393555,14.315884590148926
13.952268600463867,14.594388008117676
14.453154563903809,14.181286811828613
13.294390678405762,13.837936401367188
13.085333824157715,13.756004333496094
14.162640571594238,15.342256546020508
13.644621849060059,14.123844146728516
13.491560935974121,13.969816207885742
13.276357650756836,13.718952178955078
13.82693099975586,14.121626853942871
14.408003807067871,13.638937950134277
14.203213691711426,13.467824935913086
13.594733238220215,14.03070068359375
13.148698806762695,13.60207748413086
14.588813781738281,14.377553939819336
14.740135192871094,14.268539428710938
13.07048225402832,14.225029945373535
13.67099380493164,14.47500228881836
13.196205139160156,13.185778617858887
17.502073287963867,13.47264289855957
15.153078079223633,14.800179481506348
14.068114280700684,15.13300609588623
12.89886474609375,14.286202430725098
13.589637756347656,13.709616661071777
13.16894817352295,13.650345802307129
13.715003967285156,14.715628623962402
14.26516342163086,13.8558931350708
14.149067878723145,14.248814582824707
14.564885139465332,15.326171875
14.744829177856445,14.465721130371094
13.6011323928833,13.438159942626953
13.286636352539062,13.447930335998535
13.670933723449707,14.443487167358398
13.57583999633789,13.484237670898438
15.365339279174805,15.43278694152832
13.568185806274414,14.800936698913574
14.297883987426758,15.230804443359375
14.307908058166504,12.971254348754883
13.083761215209961,13.761954307556152
13.259358406066895,15.690752983093262
12.982699394226074,14.042387008666992
14.31016731262207,14.068506240844727
16.475862503051758,13.315816879272461
13.819999694824219,14.264514923095703
14.234150886535645,13.388742446899414
13.223280906677246,14.553277015686035
12.910857200622559,14.935367584228516
14.761943817138672,16.050235748291016
13.80813217163086,14.560922622680664
13.946598052978516,13.957046508789062
13.194123268127441,15.0353364944458
13.346463203430176,14.400918006896973
13.71159839630127,14.436641693115234
14.207489013671875,14.951034545898438
13.16671371459961,15.56367301940918
13.242851257324219,15.424857139587402
13.30813980102539,13.411153793334961
16.31126594543457,14.117803573608398
13.12658977508545,14.541840553283691
12.802389144897461,13.568330764770508
14.150867462158203,13.79656982421875
14.256247520446777,14.741087913513184
15.767070770263672,15.122885704040527
13.222601890563965,14.417171478271484
12.8936128616333,14.893449783325195
14.166946411132812,14.120881080627441
15.112021446228027,15.219096183776855
13.103214263916016,16.711944580078125
13.9596586227417,13.755534172058105
14.558685302734375,15.002274513244629
16.034748077392578,14.73873519897461
14.271273612976074,14.260100364685059
14.707776069641113,14.321548461914062
15.874673843383789,15.148077964782715
15.3384370803833,13.90896224975586
14.517663955688477,13.452447891235352
14.824329376220703,13.846761703491211
12.60403060913086,13.953408241271973
13.1358642578125,14.562606811523438
13.233179092407227,14.783841133117676
13.959582328796387,15.053491592407227
14.113922119140625,13.52927017211914
18.089387893676758,14.64023494720459
